"","MedicalText"
"25244","LYMPHOCYTES"
"25245","LYMPHOCYTES"
"25246","LYMPHOCYTES"
"25247","LYMPHOCYTES"
"25248","LYMPHOCYTES"
"25249","LYMPHOCYTES"
"25250","LYMPHOCYTES"
"25251","LYMPHOCYTES"
"25252","LYMPHOCYTES"
"25253","LYMPHOCYTES"
"25254","LYMPHOCYTES"
"25255","LYMPHOCYTES"
"25256","LYMPHOCYTES"
"25257","LYMPHOCYTES"
"25258","LYMPHOCYTES"
"25259","LYMPHOCYTES"
"25260","LYMPHOCYTES"
"25261","LYMPHOCYTES"
"25262","LYMPHOCYTES"
"25263","LYMPHOCYTES"
"25264","LYMPHOCYTES"
"25265","LYMPHOCYTES"
"25266","LYMPHOCYTES"
"25267","LYMPHOCYTES"
"25268","LYMPHOCYTES"
"25269","LYMPHOCYTES"
"25270","LYMPHOCYTES"
"25271","LYMPHOCYTES"
"25272","LYMPHOCYTES"
"25273","LYMPHOCYTES"
"25274","LYMPHOCYTES"
"25275","LYMPHOCYTES"
"25276","LYMPHOCYTES"
"25277","LYMPHOCYTES"
"25278","LYMPHOCYTES"
"25279","LYMPHOCYTES"
"25280","LYMPHOCYTES"
"25281","LYMPHOCYTES"
"25282","LYMPHOCYTES"
"25283","LYMPHOCYTES"
"25284","LYMPHOCYTES"
"25285","LYMPHOCYTES"
"25286","LYMPHOCYTES"
"25287","LYMPHOCYTES"
"25288","LYMPHOCYTES"
"25289","LYMPHOCYTES"
"25290","LYMPHOCYTES"
"25291","LYMPHOCYTES"
"25292","LYMPHOCYTES"
"25293","LYMPHOCYTES"
"25294","LYMPHOCYTES"
"25295","LYMPHOCYTES"
"25296","LYMPHOCYTES"
"25297","LYMPHOCYTES"
"25298","LYMPHOCYTES"
"25299","LYMPHOCYTES"
"25300","LYMPHOCYTES"
"25301","LYMPHOCYTES"
"25302","EOSINOPHILS"
"25303","EOSINOPHILS"
"25304","EOSINOPHILS"
"25305","EOSINOPHILS"
"25306","EOSINOPHILS"
"25307","EOSINOPHILS"
"25308","EOSINOPHILS"
"25309","EOSINOPHILS"
"25310","EOSINOPHILS"
"25311","EOSINOPHILS"
"25312","EOSINOPHILS"
"25313","EOSINOPHILS"
"25314","EOSINOPHILS"
"25315","EOSINOPHILS"
"25316","EOSINOPHILS"
"25317","EOSINOPHILS"
"25318","EOSINOPHILS"
"25319","EOSINOPHILS"
"25320","EOSINOPHILS"
"25321","EOSINOPHILS"
"25322","EOSINOPHILS"
"25323","EOSINOPHILS"
"25324","EOSINOPHILS"
"25325","EOSINOPHILS"
"25326","EOSINOPHILS"
"25327","EOSINOPHILS"
"25328","EOSINOPHILS"
"25329","EOSINOPHILS"
"25330","EOSINOPHILS"
"25331","EOSINOPHILS"
"25332","EOSINOPHILS"
"25333","EOSINOPHILS"
"25334","EOSINOPHILS"
"25335","EOSINOPHILS"
"25336","EOSINOPHILS"
"25337","EOSINOPHILS"
"25338","EOSINOPHILS"
"25339","EOSINOPHILS"
"25340","EOSINOPHILS"
"25341","EOSINOPHILS"
"25342","EOSINOPHILS"
"25343","EOSINOPHILS"
"25344","EOSINOPHILS"
"25345","EOSINOPHILS"
"25346","EOSINOPHILS"
"25347","EOSINOPHILS"
"25348","EOSINOPHILS"
"25349","EOSINOPHILS"
"25350","EOSINOPHILS"
"25351","EOSINOPHILS"
"25352","EOSINOPHILS"
"25353","EOSINOPHILS"
"25354","EOSINOPHILS"
"25355","EOSINOPHILS"
"25356","EOSINOPHILS"
"25357","EOSINOPHILS"
"25358","EOSINOPHILS"
"25359","EOSINOPHILS"
"25360","EOSINOPHILS"
"25361","EOSINOPHILS"
"25362","EOSINOPHILS"
"25363","EOSINOPHILS"
"25364","EOSINOPHILS"
"25365","EOSINOPHILS"
"25366","EOSINOPHILS"
"25367","EOSINOPHILS"
"25368","EOSINOPHILS"
"25369","EOSINOPHILS"
"25370","BASOPHILS"
"25371","BASOPHILS"
"25372","BASOPHILS"
"25373","BASOPHILS"
"25374","BASOPHILS"
"25375","BASOPHILS"
"25376","BASOPHILS"
"25377","BASOPHILS"
"25378","BASOPHILS"
"25379","BASOPHILS"
"25380","BASOPHILS"
"25381","BASOPHILS"
"25382","BASOPHILS"
"25383","BASOPHILS"
"25384","BASOPHILS"
"25385","BASOPHILS"
"25386","BASOPHILS"
"25387","BASOPHILS"
"25388","BASOPHILS"
"25389","BASOPHILS"
"25390","BASOPHILS"
"25391","BASOPHILS"
"25392","BASOPHILS"
"25393","BASOPHILS"
"25394","BASOPHILS"
"25395","BASOPHILS"
"25396","BASOPHILS"
"25397","BASOPHILS"
"25398","BASOPHILS"
"25399","BASOPHILS"
"25400","BASOPHILS"
"25401","BASOPHILS"
"25402","BASOPHILS"
"25403","BASOPHILS"
"25404","BASOPHILS"
"25405","BASOPHILS"
"25406","BASOPHILS"
"25407","BASOPHILS"
"25408","BASOPHILS"
"25409","BASOPHILS"
"25410","BASOPHILS"
"25411","BASOPHILS"
"25412","BASOPHILS"
"25413","BASOPHILS"
"25414","BASOPHILS"
"25415","BASOPHILS"
"25416","BASOPHILS"
"25417","BASOPHILS"
"25418","BASOPHILS"
"25419","BASOPHILS"
"25420","BASOPHILS"
"25421","BASOPHILS"
"25422","BASOPHILS"
"25423","BASOPHILS"
"25424","BASOPHILS"
"25425","BASOPHILS"
"25426","BASOPHILS"
"25427","BASOPHILS"
"25428","BASOPHILS"
"25429","BASOPHILS"
"25430","BASOPHILS"
"25431","BASOPHILS"
"25432","BASOPHILS"
"25433","BASOPHILS"
"25434","BASOPHILS"
"25435","BASOPHILS"
"25436","BASOPHILS"
"25437","BASOPHILS"
"25438","RED BLOOD CELL COUNT"
"25439","RED BLOOD CELL COUNT"
"25440","RED BLOOD CELL COUNT"
"25441","RED BLOOD CELL COUNT"
"25442","RED BLOOD CELL COUNT"
"25443","RED BLOOD CELL COUNT"
"25444","RED BLOOD CELL COUNT"
"25445","RED BLOOD CELL COUNT"
"25446","RED BLOOD CELL COUNT"
"25447","RED BLOOD CELL COUNT"
"25448","RED BLOOD CELL COUNT"
"25449","RED BLOOD CELL COUNT"
"25450","RED BLOOD CELL COUNT"
"25451","RED BLOOD CELL COUNT"
"25452","RED BLOOD CELL COUNT"
"25453","RED BLOOD CELL COUNT"
"25454","RED BLOOD CELL COUNT"
"25455","RED BLOOD CELL COUNT"
"25456","RED BLOOD CELL COUNT"
"25457","RED BLOOD CELL COUNT"
"25458","RED BLOOD CELL COUNT"
"25459","RED BLOOD CELL COUNT"
"25460","RED BLOOD CELL COUNT"
"25461","RED BLOOD CELL COUNT"
"25462","RED BLOOD CELL COUNT"
"25463","RED BLOOD CELL COUNT"
"25464","RED BLOOD CELL COUNT"
"25465","RED BLOOD CELL COUNT"
"25466","RED BLOOD CELL COUNT"
"25467","RED BLOOD CELL COUNT"
"25468","RED BLOOD CELL COUNT"
"25469","RED BLOOD CELL COUNT"
"25470","RED BLOOD CELL COUNT"
"25471","RED BLOOD CELL COUNT"
"25472","RED BLOOD CELL COUNT"
"25473","RED BLOOD CELL COUNT"
"25474","RED BLOOD CELL COUNT"
"25475","RED BLOOD CELL COUNT"
"25476","RED BLOOD CELL COUNT"
"25477","RED BLOOD CELL COUNT"
"25478","RED BLOOD CELL COUNT"
"25479","RED BLOOD CELL COUNT"
"25480","RED BLOOD CELL COUNT"
"25481","RED BLOOD CELL COUNT"
"25482","RED BLOOD CELL COUNT"
"25483","RED BLOOD CELL COUNT"
"25484","RED BLOOD CELL COUNT"
"25485","RED BLOOD CELL COUNT"
"25486","RED BLOOD CELL COUNT"
"25487","RED BLOOD CELL COUNT"
"25488","RED BLOOD CELL COUNT"
"25489","RED BLOOD CELL COUNT"
"25490","RED BLOOD CELL COUNT"
"25491","RED BLOOD CELL COUNT"
"25492","RED BLOOD CELL COUNT"
"25493","RED BLOOD CELL COUNT"
"25494","RED BLOOD CELL COUNT"
"25495","RED BLOOD CELL COUNT"
"25496","RED BLOOD CELL COUNT"
"25497","RED BLOOD CELL COUNT"
"25498","RED BLOOD CELL COUNT"
"25499","RED BLOOD CELL COUNT"
"25500","RED BLOOD CELL COUNT"
"25501","RED BLOOD CELL COUNT"
"25502","RED BLOOD CELL COUNT"
"25503","RED BLOOD CELL COUNT"
"25504","RED BLOOD CELL COUNT"
"25505","RED BLOOD CELL COUNT"
"25506","RED BLOOD CELL COUNT"
"25507","RED BLOOD CELL COUNT"
"25508","RED BLOOD CELL COUNT"
"25509","RED BLOOD CELL COUNT"
"25510","RED BLOOD CELL COUNT"
"25511","RED BLOOD CELL COUNT"
"25512","MCV"
"25513","MCV"
"25514","MCV"
"25515","MCV"
"25516","MCV"
"25517","MCV"
"25518","MCV"
"25519","MCV"
"25520","MCV"
"25521","MCV"
"25522","MCV"
"25523","MCV"
"25524","MCV"
"25525","MCV"
"25526","MCV"
"25527","MCV"
"25528","MCV"
"25529","MCV"
"25530","MCV"
"25531","MCV"
"25532","MCV"
"25533","MCV"
"25534","MCV"
"25535","MCV"
"25536","MCV"
"25537","MCV"
"25538","MCV"
"25539","MCV"
"25540","MCV"
"25541","MCV"
"25542","MCV"
"25543","MCV"
"25544","MCV"
"25545","MCV"
"25546","MCV"
"25547","MCV"
"25548","MCV"
"25549","MCV"
"25550","MCV"
"25551","MCV"
"25552","MCV"
"25553","MCV"
"25554","MCV"
"25555","MCV"
"25556","MCV"
"25557","MCV"
"25558","MCV"
"25559","MCV"
"25560","MCV"
"25561","MCV"
"25562","MCV"
"25563","MCV"
"25564","MCV"
"25565","MCV"
"25566","MCV"
"25567","MCV"
"25568","MCV"
"25569","MCV"
"25570","MCV"
"25571","MCV"
"25572","MCV"
"25573","MCV"
"25574","MCV"
"25575","MCV"
"25576","MCV"
"25577","MCV"
"25578","MCV"
"25579","MCV"
"25580","MCV"
"25581","MCV"
"25582","MCV"
"25583","MCV"
"25584","MCV"
"25585","MCV"
"25586","MCH"
"25587","MCH"
"25588","MCH"
"25589","MCH"
"25590","MCH"
"25591","MCH"
"25592","MCH"
"25593","MCH"
"25594","MCH"
"25595","MCH"
"25596","MCH"
"25597","MCH"
"25598","MCH"
"25599","MCH"
"25600","MCH"
"25601","MCH"
"25602","MCH"
"25603","MCH"
"25604","MCH"
"25605","MCH"
"25606","MCH"
"25607","MCH"
"25608","MCH"
"25609","MCH"
"25610","MCH"
"25611","MCH"
"25612","MCH"
"25613","MCH"
"25614","MCH"
"25615","MCH"
"25616","MCH"
"25617","MCH"
"25618","MCH"
"25619","MCH"
"25620","MCH"
"25621","MCH"
"25622","MCH"
"25623","MCH"
"25624","MCH"
"25625","MCH"
"25626","MCH"
"25627","MCH"
"25628","MCH"
"25629","MCH"
"25630","MCH"
"25631","MCH"
"25632","MCH"
"25633","MCH"
"25634","MCH"
"25635","MCH"
"25636","MCH"
"25637","MCH"
"25638","MCH"
"25639","MCH"
"25640","MCH"
"25641","MCH"
"25642","MCH"
"25643","MCH"
"25644","MCH"
"25645","MCH"
"25646","MCH"
"25647","MCH"
"25648","MCH"
"25649","MCH"
"25650","MCH"
"25651","MCH"
"25652","MCH"
"25653","MCH"
"25654","MCH"
"25655","MCH"
"25656","MCH"
"25657","MCH"
"25658","MCH"
"25659","MCH"
"25660","MCHC"
"25661","MCHC"
"25662","MCHC"
"25663","MCHC"
"25664","MCHC"
"25665","MCHC"
"25666","MCHC"
"25667","MCHC"
"25668","MCHC"
"25669","MCHC"
"25670","MCHC"
"25671","MCHC"
"25672","MCHC"
"25673","MCHC"
"25674","MCHC"
"25675","MCHC"
"25676","MCHC"
"25677","MCHC"
"25678","MCHC"
"25679","MCHC"
"25680","MCHC"
"25681","MCHC"
"25682","MCHC"
"25683","MCHC"
"25684","MCHC"
"25685","MCHC"
"25686","MCHC"
"25687","MCHC"
"25688","MCHC"
"25689","MCHC"
"25690","MCHC"
"25691","MCHC"
"25692","MCHC"
"25693","MCHC"
"25694","MCHC"
"25695","MCHC"
"25696","MCHC"
"25697","MCHC"
"25698","MCHC"
"25699","MCHC"
"25700","MCHC"
"25701","MCHC"
"25702","MCHC"
"25703","MCHC"
"25704","MCHC"
"25705","MCHC"
"25706","MCHC"
"25707","MCHC"
"25708","MCHC"
"25709","MCHC"
"25710","MCHC"
"25711","MCHC"
"25712","MCHC"
"25713","MCHC"
"25714","MCHC"
"25715","MCHC"
"25716","MCHC"
"25717","MCHC"
"25718","MCHC"
"25719","MCHC"
"25720","MCHC"
"25721","MCHC"
"25722","MCHC"
"25723","MCHC"
"25724","MCHC"
"25725","MCHC"
"25726","MCHC"
"25727","MCHC"
"25728","MCHC"
"25729","MCHC"
"25730","MCHC"
"25731","MCHC"
"25732","MCHC"
"25733","MCHC"
"25734","ABS SEGS"
"25735","ABS SEGS"
"25736","ABS SEGS"
"25737","ABS SEGS"
"25738","ABS SEGS"
"25739","ABS SEGS"
"25740","ABS SEGS"
"25741","ABS SEGS"
"25742","ABS SEGS"
"25743","ABS SEGS"
"25744","ABS SEGS"
"25745","ABS SEGS"
"25746","ABS SEGS"
"25747","ABS SEGS"
"25748","ABS SEGS"
"25749","ABS SEGS"
"25750","ABS SEGS"
"25751","ABS SEGS"
"25752","ABS SEGS"
"25753","ABS SEGS"
"25754","ABS SEGS"
"25755","ABS SEGS"
"25756","ABS SEGS"
"25757","ABS SEGS"
"25758","ABS SEGS"
"25759","ABS SEGS"
"25760","ABS SEGS"
"25761","ABS SEGS"
"25762","ABS SEGS"
"25763","ABS SEGS"
"25764","ABS SEGS"
"25765","ABS SEGS"
"25766","ABS SEGS"
"25767","ABS SEGS"
"25768","ABS SEGS"
"25769","ABS SEGS"
"25770","ABS SEGS"
"25771","ABS SEGS"
"25772","ABS SEGS"
"25773","ABS SEGS"
"25774","ABS SEGS"
"25775","ABS SEGS"
"25776","ABS SEGS"
"25777","ABS SEGS"
"25778","ABS SEGS"
"25779","ABS SEGS"
"25780","ABS SEGS"
"25781","ABS SEGS"
"25782","ABS SEGS"
"25783","ABS SEGS"
"25784","ABS SEGS"
"25785","ABS SEGS"
"25786","ABS SEGS"
"25787","ABS SEGS"
"25788","ABS SEGS"
"25789","ABS SEGS"
"25790","ABS SEGS"
"25791","ABS SEGS"
"25792","ABS SEGS"
"25793","ABS SEGS"
"25794","ABS SEGS"
"25795","ABS SEGS"
"25796","ABS SEGS"
"25797","ABS SEGS"
"25798","ABS SEGS"
"25799","ABS SEGS"
"25800","ABS SEGS"
"25801","ABS SEGS"
"25802","ABS LYMPHOCYTES"
"25803","ABS LYMPHOCYTES"
"25804","ABS LYMPHOCYTES"
"25805","ABS LYMPHOCYTES"
"25806","ABS LYMPHOCYTES"
"25807","ABS LYMPHOCYTES"
"25808","ABS LYMPHOCYTES"
"25809","ABS LYMPHOCYTES"
"25810","ABS LYMPHOCYTES"
"25811","ABS LYMPHOCYTES"
"25812","ABS LYMPHOCYTES"
"25813","ABS LYMPHOCYTES"
"25814","ABS LYMPHOCYTES"
"25815","ABS LYMPHOCYTES"
"25816","ABS LYMPHOCYTES"
"25817","ABS LYMPHOCYTES"
"25818","ABS LYMPHOCYTES"
"25819","ABS LYMPHOCYTES"
"25820","ABS LYMPHOCYTES"
"25821","ABS LYMPHOCYTES"
"25822","ABS LYMPHOCYTES"
"25823","ABS LYMPHOCYTES"
"25824","ABS LYMPHOCYTES"
"25825","ABS LYMPHOCYTES"
"25826","ABS LYMPHOCYTES"
"25827","ABS LYMPHOCYTES"
"25828","ABS LYMPHOCYTES"
"25829","ABS LYMPHOCYTES"
"25830","ABS LYMPHOCYTES"
"25831","ABS LYMPHOCYTES"
"25832","ABS LYMPHOCYTES"
"25833","ABS LYMPHOCYTES"
"25834","ABS LYMPHOCYTES"
"25835","ABS LYMPHOCYTES"
"25836","ABS LYMPHOCYTES"
"25837","ABS LYMPHOCYTES"
"25838","ABS LYMPHOCYTES"
"25839","ABS LYMPHOCYTES"
"25840","ABS LYMPHOCYTES"
"25841","ABS LYMPHOCYTES"
"25842","ABS LYMPHOCYTES"
"25843","ABS LYMPHOCYTES"
"25844","ABS LYMPHOCYTES"
"25845","ABS LYMPHOCYTES"
"25846","ABS LYMPHOCYTES"
"25847","ABS LYMPHOCYTES"
"25848","ABS LYMPHOCYTES"
"25849","ABS LYMPHOCYTES"
"25850","ABS LYMPHOCYTES"
"25851","ABS LYMPHOCYTES"
"25852","ABS LYMPHOCYTES"
"25853","ABS LYMPHOCYTES"
"25854","ABS LYMPHOCYTES"
"25855","ABS LYMPHOCYTES"
"25856","ABS LYMPHOCYTES"
"25857","ABS LYMPHOCYTES"
"25858","ABS LYMPHOCYTES"
"25859","ABS LYMPHOCYTES"
"25860","ABS LYMPHOCYTES"
"25861","ABS LYMPHOCYTES"
"25862","ABS LYMPHOCYTES"
"25863","ABS LYMPHOCYTES"
"25864","ABS LYMPHOCYTES"
"25865","ABS LYMPHOCYTES"
"25866","ABS LYMPHOCYTES"
"25867","ABS LYMPHOCYTES"
"25868","ABS LYMPHOCYTES"
"25869","ABS LYMPHOCYTES"
"25870","ABS MONOCYTES"
"25871","ABS MONOCYTES"
"25872","ABS MONOCYTES"
"25873","ABS MONOCYTES"
"25874","ABS MONOCYTES"
"25875","ABS MONOCYTES"
"25876","ABS MONOCYTES"
"25877","ABS MONOCYTES"
"25878","ABS MONOCYTES"
"25879","ABS MONOCYTES"
"25880","ABS MONOCYTES"
"25881","ABS MONOCYTES"
"25882","ABS MONOCYTES"
"25883","ABS MONOCYTES"
"25884","ABS MONOCYTES"
"25885","ABS MONOCYTES"
"25886","ABS MONOCYTES"
"25887","ABS MONOCYTES"
"25888","ABS MONOCYTES"
"25889","ABS MONOCYTES"
"25890","ABS MONOCYTES"
"25891","ABS MONOCYTES"
"25892","ABS MONOCYTES"
"25893","ABS MONOCYTES"
"25894","ABS MONOCYTES"
"25895","ABS MONOCYTES"
"25896","ABS MONOCYTES"
"25897","ABS MONOCYTES"
"25898","ABS MONOCYTES"
"25899","ABS MONOCYTES"
"25900","ABS MONOCYTES"
"25901","ABS MONOCYTES"
"25902","ABS MONOCYTES"
"25903","ABS MONOCYTES"
"25904","ABS MONOCYTES"
"25905","ABS MONOCYTES"
"25906","ABS MONOCYTES"
"25907","ABS MONOCYTES"
"25908","ABS MONOCYTES"
"25909","ABS MONOCYTES"
"25910","ABS MONOCYTES"
"25911","ABS MONOCYTES"
"25912","ABS MONOCYTES"
"25913","ABS MONOCYTES"
"25914","ABS MONOCYTES"
"25915","ABS MONOCYTES"
"25916","ABS MONOCYTES"
"25917","ABS MONOCYTES"
"25918","ABS MONOCYTES"
"25919","ABS MONOCYTES"
"25920","ABS MONOCYTES"
"25921","ABS MONOCYTES"
"25922","ABS MONOCYTES"
"25923","ABS MONOCYTES"
"25924","ABS MONOCYTES"
"25925","ABS MONOCYTES"
"25926","ABS MONOCYTES"
"25927","ABS MONOCYTES"
"25928","ABS MONOCYTES"
"25929","ABS MONOCYTES"
"25930","ABS MONOCYTES"
"25931","ABS MONOCYTES"
"25932","ABS MONOCYTES"
"25933","ABS MONOCYTES"
"25934","ABS MONOCYTES"
"25935","ABS MONOCYTES"
"25936","ABS MONOCYTES"
"25937","ABS MONOCYTES"
"25938","ABS BASOPHILS"
"25939","ABS BASOPHILS"
"25940","ABS BASOPHILS"
"25941","ABS BASOPHILS"
"25942","ABS BASOPHILS"
"25943","ABS BASOPHILS"
"25944","ABS BASOPHILS"
"25945","ABS BASOPHILS"
"25946","ABS BASOPHILS"
"25947","ABS BASOPHILS"
"25948","ABS BASOPHILS"
"25949","ABS BASOPHILS"
"25950","ABS BASOPHILS"
"25951","ABS BASOPHILS"
"25952","ABS BASOPHILS"
"25953","ABS BASOPHILS"
"25954","ABS BASOPHILS"
"25955","ABS BASOPHILS"
"25956","ABS BASOPHILS"
"25957","ABS BASOPHILS"
"25958","ABS BASOPHILS"
"25959","ABS BASOPHILS"
"25960","ABS BASOPHILS"
"25961","ABS BASOPHILS"
"25962","ABS BASOPHILS"
"25963","ABS BASOPHILS"
"25964","ABS BASOPHILS"
"25965","ABS BASOPHILS"
"25966","ABS BASOPHILS"
"25967","ABS BASOPHILS"
"25968","ABS BASOPHILS"
"25969","ABS BASOPHILS"
"25970","ABS BASOPHILS"
"25971","ABS BASOPHILS"
"25972","ABS BASOPHILS"
"25973","ABS BASOPHILS"
"25974","ABS BASOPHILS"
"25975","ABS BASOPHILS"
"25976","ABS BASOPHILS"
"25977","ABS BASOPHILS"
"25978","ABS BASOPHILS"
"25979","ABS BASOPHILS"
"25980","ABS BASOPHILS"
"25981","ABS BASOPHILS"
"25982","ABS BASOPHILS"
"25983","ABS BASOPHILS"
"25984","ABS BASOPHILS"
"25985","ABS BASOPHILS"
"25986","ABS BASOPHILS"
"25987","ABS BASOPHILS"
"25988","ABS BASOPHILS"
"25989","ABS BASOPHILS"
"25990","ABS BASOPHILS"
"25991","ABS BASOPHILS"
"25992","ABS BASOPHILS"
"25993","ABS BASOPHILS"
"25994","ABS BASOPHILS"
"25995","ABS BASOPHILS"
"25996","ABS BASOPHILS"
"25997","ABS BASOPHILS"
"25998","ABS BASOPHILS"
"25999","ABS BASOPHILS"
"26000","ABS BASOPHILS"
"26001","ABS BASOPHILS"
"26002","ABS BASOPHILS"
"26003","ABS BASOPHILS"
"26004","ABS BASOPHILS"
"26005","ABS BASOPHILS"
"26006","ABS EOSINOPHILS"
"26007","ABS EOSINOPHILS"
"26008","ABS EOSINOPHILS"
"26009","ABS EOSINOPHILS"
"26010","ABS EOSINOPHILS"
"26011","ABS EOSINOPHILS"
"26012","ABS EOSINOPHILS"
"26013","ABS EOSINOPHILS"
"26014","ABS EOSINOPHILS"
"26015","ABS EOSINOPHILS"
"26016","ABS EOSINOPHILS"
"26017","ABS EOSINOPHILS"
"26018","ABS EOSINOPHILS"
"26019","ABS EOSINOPHILS"
"26020","ABS EOSINOPHILS"
"26021","ABS EOSINOPHILS"
"26022","ABS EOSINOPHILS"
"26023","ABS EOSINOPHILS"
"26024","ABS EOSINOPHILS"
"26025","ABS EOSINOPHILS"
"26026","ABS EOSINOPHILS"
"26027","ABS EOSINOPHILS"
"26028","ABS EOSINOPHILS"
"26029","ABS EOSINOPHILS"
"26030","ABS EOSINOPHILS"
"26031","ABS EOSINOPHILS"
"26032","ABS EOSINOPHILS"
"26033","ABS EOSINOPHILS"
"26034","ABS EOSINOPHILS"
"26035","ABS EOSINOPHILS"
"26036","ABS EOSINOPHILS"
"26037","ABS EOSINOPHILS"
"26038","ABS EOSINOPHILS"
"26039","ABS EOSINOPHILS"
"26040","ABS EOSINOPHILS"
"26041","ABS EOSINOPHILS"
"26042","ABS EOSINOPHILS"
"26043","ABS EOSINOPHILS"
"26044","ABS EOSINOPHILS"
"26045","ABS EOSINOPHILS"
"26046","ABS EOSINOPHILS"
"26047","ABS EOSINOPHILS"
"26048","ABS EOSINOPHILS"
"26049","ABS EOSINOPHILS"
"26050","ABS EOSINOPHILS"
"26051","ABS EOSINOPHILS"
"26052","ABS EOSINOPHILS"
"26053","ABS EOSINOPHILS"
"26054","ABS EOSINOPHILS"
"26055","ABS EOSINOPHILS"
"26056","ABS EOSINOPHILS"
"26057","ABS EOSINOPHILS"
"26058","ABS EOSINOPHILS"
"26059","ABS EOSINOPHILS"
"26060","ABS EOSINOPHILS"
"26061","ABS EOSINOPHILS"
"26062","ABS EOSINOPHILS"
"26063","ABS EOSINOPHILS"
"26064","ABS EOSINOPHILS"
"26065","ABS EOSINOPHILS"
"26066","ABS EOSINOPHILS"
"26067","ABS EOSINOPHILS"
"26068","ABS EOSINOPHILS"
"26069","ABS EOSINOPHILS"
"26070","ABS EOSINOPHILS"
"26071","ABS EOSINOPHILS"
"26072","ABS EOSINOPHILS"
"26073","ABS EOSINOPHILS"
"26074","TSH"
"26075","TSH"
"26076","TSH"
"26077","TSH"
"26078","TSH"
"26079","TSH"
"26080","TSH"
"26081","TSH"
"26082","TSH"
"26083","TSH"
"26084","TSH"
"26085","TSH"
"26086","TSH"
"26087","TSH"
"26088","TSH"
"26089","TSH"
"26090","TSH"
"26091","TSH"
"26092","TSH"
"26093","TSH"
"26094","TSH"
"26095","TSH"
"26096","TSH"
"26097","TSH"
"26098","TSH"
"26099","TSH"
"26100","KETONES, URINE:"
"26101","KETONES, URINE:"
"26102","PH,URINE"
"26103","PH,URINE"
"26104","NITRITES"
"26105","NITRITES"
"26106","RBC"
"26107","RBC"
"26108","OTHER"
"26109","OTHER"
"26110","URINE COLOR"
"26111","URINE COLOR"
"26112","URINE CLARITY"
"26113","URINE CLARITY"
"26114","SPECIMEN ADEQUACY:"
"26115","SPECIMEN ADEQUACY:"
"26116","SPECIMEN ADEQUACY:"
"26117","SPECIMEN ADEQUACY:"
"26118","SPECIMEN ADEQUACY:"
"26119","SPECIMEN ADEQUACY:"
"26120","DESCRIPTIVE DIAGNOSIS:"
"26121","DESCRIPTIVE DIAGNOSIS:"
"26122","DESCRIPTIVE DIAGNOSIS:"
"26123","DESCRIPTIVE DIAGNOSIS:"
"26124","DESCRIPTIVE DIAGNOSIS:"
"26125","DESCRIPTIVE DIAGNOSIS:"
"26126","PATHOLOGIST:"
"26127","PATHOLOGIST:"
"26128","PATHOLOGIST:"
"26129","PATHOLOGIST:"
"26130","GENERAL CATEGORIZATION:"
"26131","GENERAL CATEGORIZATION:"
"26132","GENERAL CATEGORIZATION:"
"26133","GENERAL CATEGORIZATION:"
"26134","GENERAL CATEGORIZATION:"
"26135","GENERAL CATEGORIZATION:"
"26136","DATE RELEASED:"
"26137","DATE RELEASED:"
"26138","DATE RELEASED:"
"26139","DATE RELEASED:"
"26140","DATE RELEASED:"
"26141","DATE RELEASED:"
"26142","CLINICAL INFORMATION"
"26143","CLINICAL INFORMATION"
"26144","CLINICAL INFORMATION"
"26145","CLINICAL INFORMATION"
"26146","CLINICAL INFORMATION"
"26147","CLINICAL INFORMATION"
"26148","ALT"
"26149","AST"
"26150","BUN"
"26151","CO2"
"26152","HCT"
"26153","HDL"
"26154","HGB"
"26155","LDL"
"26156","MCH"
"26157","MCHC"
"26158","MCV"
"26159","RBC"
"26160","RDW"
"26161","VLDL"
"26162","WBC"
"26163","BUN"
"26164","BUN"
"26165","BUN"
"26166","BUN"
"26167","BUN"
"26168","BUN/Creatinine Ratio"
"26169","BUN/Creatinine Ratio"
"26170","BUN/Creatinine Ratio"
"26171","BUN/Creatinine Ratio"
"26172","BUN/Creatinine Ratio"
"26173","eGFR African Amer"
"26174","eGFR African Amer"
"26175","eGFR African Amer"
"26176","eGFR African Amer"
"26177","eGFR African Amer"
"26178","eGFR Non-African Amer"
"26179","eGFR Non-African Amer"
"26180","eGFR Non-African Amer"
"26181","eGFR Non-African Amer"
"26182","eGFR Non-African Amer"
"26183","Potassium"
"26184","Potassium"
"26185","Potassium"
"26186","Potassium"
"26187","Potassium"
"26188","Chloride"
"26189","Chloride"
"26190","Chloride"
"26191","Chloride"
"26192","Chloride"
"26193","Anion Gap"
"26194","Anion Gap"
"26195","Anion Gap"
"26196","Anion Gap"
"26197","Anion Gap"
"26198","Total Protein"
"26199","Total Protein"
"26200","Total Protein"
"26201","Total Protein"
"26202","Total Protein"
"26203","Globulin"
"26204","Globulin"
"26205","Globulin"
"26206","Globulin"
"26207","Globulin"
"26208","A/G Ratio"
"26209","A/G Ratio"
"26210","A/G Ratio"
"26211","A/G Ratio"
"26212","A/G Ratio"
"26213","Bilirubin Total"
"26214","Bilirubin Total"
"26215","Bilirubin Total"
"26216","Bilirubin Total"
"26217","Bilirubin Total"
"26218","AST (SGOT)"
"26219","AST (SGOT)"
"26220","AST (SGOT)"
"26221","AST (SGOT)"
"26222","AST (SGOT)"
"26223","ALT (SGPT)"
"26224","ALT (SGPT)"
"26225","ALT (SGPT)"
